,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,lat,long,Regionname,Propertycount
7606,Richmond,221/253 Bridge Rd,2,u,419000,S,Jellis,22/07/2017,2.4,3121,2,1,1,3512,51.0,2011,Yarra City Council,-37.81828,144.99788999999998,Northern Metropolitan,14949
7607,Brunswick,7/675 Park St,1,u,418000,SP,Harcourts,13/05/2017,5.2,3056,1,1,1,0,51.0,1970,Moreland City Council,-37.7783,144.9635,Northern Metropolitan,11918
7608,Epping,2/8 Zurzolo Tce,2,h,417500,S,Harcourts,8/07/2017,19.6,3076,2,1,1,157,102.0,2000,Whittlesea City Council,-37.648270000000004,145.05317,Northern Metropolitan,10926
7609,Glenroy,3/48 William St,2,h,417000,S,Stockdale,27/11/2016,13.0,3046,2,1,1,172,77.0,2013,Moreland City Council,-37.7074,144.9086,Northern Metropolitan,8870
7610,Altona Meadows,24 Elystan Rd,4,h,417000,S,Barry,21/10/2017,15.5,3028,4,2,2,591,141.0,1988,Hobsons Bay City Council,-37.88306,144.77419,Western Metropolitan,7630
7611,Balaclava,3/20 Orange Gr,2,u,416000,S,Chisholm,18/06/2016,6.6,3183,2,1,1,0,49.0,1960,Port Phillip City Council,-37.8678,144.9966,Southern Metropolitan,2952
7612,Reservoir,6/13 Fyfe St,2,t,416000,S,Ray,10/09/2016,11.2,3073,2,1,1,159,70.0,2000,Darebin City Council,-37.7059,145.0115,Northern Metropolitan,21650
7613,Thornbury,1/54 Pender St,1,u,415000,S,Harcourts,8/07/2017,7.0,3071,1,1,1,0,39.0,1970,Darebin City Council,-37.75443,145.00919,Northern Metropolitan,8870
7614,Collingwood,110/3 Hoddle St,1,u,415000,SP,Biggin,7/11/2016,1.6,3066,1,1,1,3701,62.0,2005,Yarra City Council,-37.809,144.9911,Northern Metropolitan,4553
7615,Carnegie,2/11 Maroona Rd,2,u,415000,S,hockingstuart,18/06/2016,11.4,3163,2,1,1,0,64.0,1970,Glen Eira City Council,-37.8889,145.048,Southern Metropolitan,7822
7616,West Footscray,5/28 Hampton Pde,2,h,415000,S,Sweeney,10/09/2016,8.2,3012,2,1,1,80,64.0,1980,Maribyrnong City Council,-37.806,144.8674,Western Metropolitan,5058
7617,Reservoir,1/147 Purinuan Rd,2,u,415000,PI,Ray,3/09/2016,11.2,3073,2,1,1,189,84.0,2012,Darebin City Council,-37.708,145.0181,Northern Metropolitan,21650
7618,Wyndham Vale,26 Ribblesdale Av,3,h,415000,S,LJ,9/12/2017,27.2,3024,3,1,2,613,92.0,1980,Wyndham City Council,-37.89552,144.61926,Western Metropolitan,5262
7619,Ivanhoe,5/30 Magnolia Rd,1,u,413000,S,Nelson,10/12/2016,7.9,3079,1,1,1,845,59.0,1960,Banyule City Council,-37.7591,145.0501,Eastern Metropolitan,5549
7620,Melton South,1 Bligh St,3,h,413000,S,Raine,28/10/2017,29.8,3338,3,1,1,587,94.0,1980,Melton City Council,-37.70945,144.56748000000002,Western Victoria,4718
7621,Melton South,3 Brand Ct,3,h,413000,S,HAR,4/11/2017,29.8,3338,3,1,6,731,101.0,1970,Melton City Council,-37.7131,144.5755,Western Victoria,4718
7622,Werribee,31 Hooker Rd,3,h,412700,S,hockingstuart,19/08/2017,14.7,3030,3,1,1,299,112.0,2005,Wyndham City Council,-37.89513,144.64056000000002,Western Metropolitan,16166
7623,Craigieburn,28 Powell St,3,h,412500,S,RE,26/08/2017,20.6,3064,3,2,1,197,0.0,2012,Hume City Council,-37.57687,144.911,Northern Metropolitan,15510
7624,Williamstown,9/99 Melbourne Rd,2,u,412000,SP,Williams,25/02/2017,8.0,3016,2,1,1,0,65.0,1980,Hobsons Bay City Council,-37.8586,144.8937,Western Metropolitan,6380
7625,Bacchus Marsh,5 Munro Ct,3,h,412000,S,FN,7/10/2017,37.5,3340,3,2,2,818,129.0,1990,Moorabool Shire Council,-37.668690000000005,144.42379,Western Victoria,2871
7626,Glen Iris,7/69 Edgar St N,2,u,411000,SP,Noel,8/10/2016,9.2,3146,2,1,1,0,65.0,1970,Boroondara City Council,-37.85,145.0461,Southern Metropolitan,10412
7627,Avondale Heights,2/4 Carmyle Ct,2,u,411000,PI,Barry,27/11/2016,10.5,3034,2,1,1,0,85.0,1995,Moonee Valley City Council,-37.7608,144.863,Western Metropolitan,4502
7628,Wallan,37 Danaher Av,3,h,411000,S,Ray,4/11/2017,44.2,3756,3,1,2,679,136.0,1985,Mitchell Shire Council,-37.4072,144.9759,Northern Victoria,3988
7629,South Yarra,7/48 Cromwell Rd,1,u,410000,S,hockingstuart,24/09/2016,3.3,3141,1,1,0,0,48.0,1960,Melbourne City Council,-37.8427,145.0006,Southern Metropolitan,14887
7630,South Yarra,10/20 Cromwell Rd,1,u,410000,PI,Jellis,12/08/2017,2.7,3141,1,1,1,0,50.0,1960,Melbourne City Council,-37.8446,145.00018,Southern Metropolitan,14887
7631,Windsor,8/9 The Avenue,1,u,410000,S,Buxton,8/07/2017,4.6,3181,1,1,1,0,51.0,1960,Port Phillip City Council,-37.85687,144.99748,Southern Metropolitan,4380
7632,North Melbourne,12/25 Byron St,1,u,410000,VB,Jellis,7/11/2016,2.3,3051,1,1,1,1045,55.0,2011,Melbourne City Council,-37.802,144.9516,Northern Metropolitan,6821
7633,Moonee Ponds,6/9 St James St,2,u,410000,S,Brad,17/09/2016,6.9,3039,2,1,1,0,59.0,1970,Moonee Valley City Council,-37.7597,144.9188,Western Metropolitan,6232
7634,Richmond,201/61 Stawell St,1,u,410000,PI,hockingstuart,27/06/2016,2.6,3121,1,1,1,0,60.0,2008,Yarra City Council,-37.821999999999996,145.0104,Northern Metropolitan,14949
7635,Balaclava,7/72 Grosvenor St,2,u,410000,PI,hockingstuart,3/12/2016,6.6,3183,2,1,2,0,61.0,1965,Port Phillip City Council,-37.8731,144.9958,Southern Metropolitan,2952
7636,Reservoir,1/40 McComas St,2,u,410000,S,Love,7/11/2016,11.2,3073,2,1,1,180,61.0,2004,Darebin City Council,-37.7283,145.0207,Northern Metropolitan,21650
7637,Armadale,8/74 Denbigh Rd,2,u,410000,VB,hockingstuart,27/05/2017,6.3,3143,2,1,0,1097,63.0,1967,Stonnington City Council,-37.85549,145.0163,Southern Metropolitan,4836
7638,Ormond,3/11 Ormond Rd,2,u,410000,SA,Stockdale,26/07/2016,11.8,3204,2,1,1,0,65.0,1970,Glen Eira City Council,-37.903,145.0452,Southern Metropolitan,3578
7639,Brunswick,11/97 Brickworks Dr,2,u,410000,S,Ray,4/06/2016,5.2,3056,2,1,1,0,66.0,2000,Moreland City Council,-37.7695,144.9528,Northern Metropolitan,11918
7640,Essendon,11/139 Napier St,2,u,410000,VB,McDonald,24/06/2017,7.5,3040,2,1,1,0,67.0,1965,Moonee Valley City Council,-37.75122,144.91805,Western Metropolitan,9264
7641,Maribyrnong,44 Blair St,2,t,410000,S,Biggin,10/09/2016,8.7,3032,2,1,2,53,71.0,2000,Maribyrnong City Council,-37.7736,144.8798,Western Metropolitan,4918
7642,Bentleigh,2/21 Vickery St,2,u,410000,PI,hockingstuart,22/07/2017,11.4,3204,2,1,1,834,75.0,1967,Glen Eira City Council,-37.916270000000004,145.03892,Southern Metropolitan,6795
7643,Footscray,9/6 Rosamond Rd,2,t,410000,SP,Rendina,15/10/2016,6.4,3011,2,2,1,65,80.0,2014,Maribyrnong City Council,-37.7881,144.8838,Western Metropolitan,7570
7644,Glenroy,2/22 Sadie St,2,u,410000,SP,Brad,15/10/2016,13.0,3046,2,1,2,200,81.0,2000,Moreland City Council,-37.7002,144.9428,Northern Metropolitan,8870
7645,Sunshine,2/7 Mayo St,2,t,410000,SP,Barry,28/05/2016,12.6,3020,2,2,2,204,85.0,2008,Brimbank City Council,-37.7982,144.82299999999998,Western Metropolitan,3755
7646,Kensington,10/2 Howlett St,2,u,410000,PI,Rendina,27/06/2016,4.2,3031,2,1,1,0,86.0,2000,Melbourne City Council,-37.7897,144.9228,Northern Metropolitan,5263
7647,Pascoe Vale,3/191 Sussex St,2,t,410000,VB,Brad,23/04/2016,9.9,3044,2,1,1,105,88.0,2014,Moreland City Council,-37.7233,144.9507,Northern Metropolitan,7485
7648,Melton South,71 Hume Av,4,h,410000,S,hockingstuart,9/09/2017,29.8,3338,4,1,2,578,104.0,1980,Melton City Council,-37.710770000000004,144.57198,Western Victoria,4718
7649,Reservoir,1/104 Cheddar Rd,3,h,410000,S,hockingstuart,15/10/2016,11.2,3073,3,1,1,250,105.0,1960,Darebin City Council,-37.6974,145.0213,Northern Metropolitan,21650
7650,Westmeadows,14 Devenish Ct,3,h,410000,VB,Barry,8/07/2017,16.5,3049,3,1,2,542,107.0,1970,Hume City Council,-37.66948,144.90385,Northern Metropolitan,2474
7651,Melton West,3 Becker Cl,3,h,410000,S,Reliance,27/05/2017,31.7,3337,3,2,2,740,119.0,1985,Melton City Council,-37.68052,144.55106,Northern Victoria,6065
7652,Melton South,14 Bridgeford Cr,4,h,410000,S,hockingstuart,3/02/2018,29.8,3338,4,1,2,583,136.0,1975,Melton City Council,-37.713570000000004,144.57512,Western Victoria,4718
7653,Sunbury,1 Heysen Dr,3,h,410000,SP,Brad,3/06/2017,31.7,3429,3,2,2,600,140.0,1980,Hume City Council,-37.576859999999996,144.71023,Western Metropolitan,14092
7654,Sunbury,13 McComb St,4,h,410000,PI,Brad,8/07/2017,31.7,3429,4,2,2,587,164.0,1986,Hume City Council,-37.58231,144.69961999999998,Western Metropolitan,14092
7655,South Yarra,8/99 Osborne St,1,u,409000,S,Castran,7/05/2016,3.3,3141,1,1,1,0,45.0,1970,Melbourne City Council,-37.8414,144.991,Southern Metropolitan,14887
7656,Maribyrnong,19/9 Fabian Ct,2,t,408000,S,Nelson,18/06/2016,8.7,3032,2,1,1,85,84.0,1980,Maribyrnong City Council,-37.7732,144.8927,Western Metropolitan,4918
7657,South Melbourne,17/39 Dorcas St,1,h,407500,S,Greg,17/06/2017,1.9,3205,1,1,1,0,53.0,2000,Port Phillip City Council,-37.830870000000004,144.96864,Southern Metropolitan,5943
7658,Brunswick West,1/5 Allard St,2,u,407500,SP,hockingstuart,6/05/2017,5.9,3055,2,1,1,1097,67.0,1970,Moreland City Council,-37.7686,144.9421,Northern Metropolitan,7082
7659,Thomastown,2/1 Charles St,2,u,407000,S,HAR,29/07/2017,15.3,3074,2,1,1,140,78.0,2010,Whittlesea City Council,-37.68199,145.01744,Northern Metropolitan,7955
7660,Melton South,4 Leggatt St,4,h,407000,S,Ryder,7/10/2017,29.8,3338,4,2,1,763,189.0,1970,Melton City Council,-37.70664,144.57978,Western Victoria,4718
7661,Armadale,6/581 Orrong Rd,1,u,405000,S,Marshall,29/04/2017,6.3,3143,1,1,0,0,48.0,1966,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,4836
7662,Richmond,110/61 Stawell St,1,u,405000,PI,McGrath,7/05/2016,2.6,3121,1,1,1,7455,53.0,2005,Yarra City Council,-37.821999999999996,145.0104,Northern Metropolitan,14949
7663,Ormond,3/302 Grange Rd,2,u,405000,VB,Besser,28/08/2016,11.8,3204,2,1,1,0,68.0,1970,Glen Eira City Council,-37.9031,145.0444,Southern Metropolitan,3578
7664,Carnegie,1/15 Rosstown Rd,2,u,405000,PI,Matthew,25/02/2017,11.4,3163,2,1,1,967,72.0,1970,Glen Eira City Council,-37.8843,145.0531,Southern Metropolitan,7822
7665,Maidstone,15/15 Eucalyptus Dr,2,u,405000,SP,Pagan,22/04/2017,9.2,3012,2,2,1,2787,75.0,2013,Maribyrnong City Council,-37.7794,144.872,Western Metropolitan,3873
7666,Reservoir,3/38 Barton St,2,u,405000,S,Barry,7/05/2016,11.2,3073,2,1,1,171,94.0,2009,Darebin City Council,-37.711,145.0027,Northern Metropolitan,21650
7667,Sunbury,26 Briarwood Ct,3,h,405000,S,YPA,16/09/2017,31.7,3429,3,1,3,515,101.0,1991,Hume City Council,-37.57662,144.74767,Western Metropolitan,14092
7668,Melton,102 Palmerston St,4,h,405000,S,hockingstuart,24/06/2017,31.7,3337,4,2,2,590,163.0,1970,Melton City Council,-37.67815,144.58355,Western Victoria,3600
7669,Carrum Downs,10A William Rd,2,h,403500,S,Harcourts,15/07/2017,34.9,3201,2,2,3,339,101.0,2009,Frankston City Council,-38.09665,145.17646000000002,South-Eastern Metropolitan,8060
7670,Reservoir,3/66 Darebin Bvd,2,u,401000,S,Darren,10/12/2016,11.2,3073,2,1,1,184,77.0,1965,Darebin City Council,-37.7043,145.0277,Northern Metropolitan,21650
7671,Brunswick West,107/480 Albion St,2,u,400500,SP,Nelson,11/02/2017,5.9,3055,2,1,1,0,70.0,2013,Moreland City Council,-37.7582,144.94,Northern Metropolitan,7082
7672,Hawthorn,7/6 Osborne Ct,1,u,400000,PI,Biggin,15/10/2016,4.6,3122,1,1,1,0,41.0,1950,Boroondara City Council,-37.8155,145.0161,Southern Metropolitan,11308
7673,Northcote,13/200 Westgarth St,1,u,400000,VB,Nelson,27/11/2016,5.5,3070,1,1,1,0,43.0,2014,Darebin City Council,-37.7831,145.0124,Northern Metropolitan,11364
7674,South Yarra,17/43 Kensington Rd,1,u,400000,VB,Jellis,27/05/2017,2.7,3141,1,1,1,0,43.0,1950,Melbourne City Council,-37.83678,145.00137,Southern Metropolitan,14887
7675,South Yarra,14/85 Caroline St,1,u,400000,S,hockingstuart,18/06/2016,3.3,3141,1,1,1,0,45.0,1960,Melbourne City Council,-37.8355,144.9884,Southern Metropolitan,14887
7676,Prahran,4/24 Grandview Gr,1,u,400000,VB,hockingstuart,12/08/2017,4.6,3181,1,1,2,0,50.0,1960,Stonnington City Council,-37.851259999999996,145.00832,Southern Metropolitan,7717
7677,Richmond,201/77 Abinger St,1,u,400000,VB,Marshall,23/09/2017,2.4,3121,1,1,1,4425,51.0,2012,Yarra City Council,-37.82009,145.0038,Northern Metropolitan,14949
7678,St Kilda,203/43 Duke St,1,u,400000,VB,Whiting,18/03/2017,6.1,3182,1,1,1,0,52.0,2012,Port Phillip City Council,-37.8676,144.9901,Southern Metropolitan,13240
7679,St Kilda,14/89 Fitzroy St,1,u,400000,VB,Gary,7/05/2016,6.1,3182,1,1,1,0,53.0,1998,Port Phillip City Council,-37.8605,144.9769,Southern Metropolitan,13240
7680,Kensington,205/72 Altona St,1,u,400000,SP,Edward,27/05/2017,3.4,3031,1,1,1,0,56.0,2008,Melbourne City Council,-37.79741,144.92614,Northern Metropolitan,5263
7681,Hawthorn East,12/82 Campbell Rd,2,u,400000,VB,Noel,17/09/2016,7.5,3123,1,1,1,0,60.0,1965,Boroondara City Council,-37.8339,145.0548,Southern Metropolitan,6482
7682,Brunswick,3/9 Austin Tce,2,u,400000,S,Jellis,6/08/2016,5.2,3056,2,1,1,0,61.0,1970,Moreland City Council,-37.7608,144.968,Northern Metropolitan,11918
7683,Brunswick West,6/524 Moreland Rd,2,u,400000,SP,Nelson,10/12/2016,5.9,3055,2,1,1,73,64.0,1960,Moreland City Council,-37.7528,144.9368,Northern Metropolitan,7082
7684,Port Melbourne,14/200 Bay St,1,u,400000,VB,Greg,28/05/2016,3.8,3207,1,1,1,0,64.0,2000,Melbourne City Council,-37.8392,144.9421,Southern Metropolitan,8648
7685,St Kilda,4/25 Jackson St,2,u,400000,PI,Biggin,14/05/2016,6.1,3182,2,1,1,0,65.0,1970,Port Phillip City Council,-37.8619,144.976,Southern Metropolitan,13240
7686,St Kilda,1/45 Robe St,2,u,400000,VB,McGrath,27/06/2016,6.1,3182,2,1,1,797,67.0,1970,Port Phillip City Council,-37.8642,144.9793,Southern Metropolitan,13240
7687,Fairfield,7/223 Station St,2,u,400000,VB,Nelson,10/09/2016,5.8,3078,2,1,1,0,68.0,1970,Darebin City Council,-37.7719,145.0195,Northern Metropolitan,2970
7688,Glenroy,4/71 Station Rd,2,t,400000,VB,Nelson,8/07/2017,11.2,3046,2,1,1,102,70.0,2012,Moreland City Council,-37.711220000000004,144.91863,Northern Metropolitan,8870
7689,Hampton East,9/12 Bartlett St,2,u,400000,S,Greg,4/03/2017,14.5,3188,2,1,1,0,75.0,1960,Bayside City Council,-37.9367,145.0322,Southern Metropolitan,2356
7690,Heidelberg Heights,2/601 Upper Heidelberg Rd,2,u,400000,PI,hockingstuart,26/07/2016,10.5,3081,2,1,1,127,83.0,1970,Banyule City Council,-37.747,145.0575,Eastern Metropolitan,2947
7691,Maribyrnong,28 Blair St,2,t,400000,PI,Rendina,24/09/2016,8.7,3032,2,1,2,54,85.0,2000,Maribyrnong City Council,-37.774,144.8797,Western Metropolitan,4918
7692,Maribyrnong,104/5 Ordnance Res,2,u,400000,SP,Biggin,12/11/2016,8.7,3032,2,1,2,3967,87.0,2007,Maribyrnong City Council,-37.7706,144.8805,Western Metropolitan,4918
7693,Oakleigh,11/79 Atherton Rd,2,u,400000,PI,Woodards,7/05/2016,14.0,3166,2,1,1,0,87.0,2004,Monash City Council,-37.8991,145.0939,Southern Metropolitan,3224
7694,Hughesdale,5/7 Warrigal Rd,2,u,400000,PI,Ray,17/09/2016,13.0,3166,2,1,1,100,88.0,1975,Monash City Council,-37.8945,145.0876,Southern Metropolitan,3145
7695,Wyndham Vale,21 Mermaid Cr,3,h,400000,SP,Barry,6/01/2018,27.2,3024,3,1,1,340,93.0,2012,Wyndham City Council,-37.88002,144.62762,Western Metropolitan,5262
7696,Reservoir,1/73 Purinuan Rd,3,u,400000,PI,Ray,13/08/2016,11.2,3073,3,1,1,172,97.0,1970,Darebin City Council,-37.7092,145.0274,Northern Metropolitan,21650
7697,Hampton Park,6 The Mews,3,h,400000,PI,Stockdale,8/07/2017,33.3,3976,3,1,1,301,98.0,1998,Casey City Council,-38.0457,145.27395,South-Eastern Metropolitan,8256
7698,Maribyrnong,8/10 Middle Rd,2,h,399000,S,Raine,7/05/2016,8.7,3032,2,1,1,904,53.0,1985,Maribyrnong City Council,-37.7679,144.8935,Western Metropolitan,4918
7699,Yarraville,10/51 Stephen St,2,u,397000,S,Village,13/05/2017,7.0,3013,2,1,1,0,68.0,1975,Maribyrnong City Council,-37.8128,144.8953,Western Metropolitan,6543
7700,Essendon North,2/17 Bulla Rd,2,u,396000,S,Barry,3/09/2016,9.4,3041,2,1,1,0,56.0,1975,Moonee Valley City Council,-37.7428,144.9086,Western Metropolitan,1308
7701,Flemington,8/300 Racecourse Rd,1,u,395000,SP,Nelson,25/02/2017,4.4,3031,1,1,1,818,50.0,1880,Melbourne City Council,-37.788000000000004,144.9306,Northern Metropolitan,3593
7702,Reservoir,2/1 Clark St,1,h,395000,SP,Purplebricks,25/02/2017,11.2,3073,1,1,1,94,50.0,2014,Darebin City Council,-37.7186,145.011,Northern Metropolitan,21650
7703,Kew,28/60 Harp Rd,1,u,395000,VB,Jellis,30/07/2016,5.6,3101,1,1,1,0,55.0,2005,Boroondara City Council,-37.7999,145.0544,Southern Metropolitan,10331
7704,Flemington,3/39 Dover St,2,u,395000,PI,Rendina,15/10/2016,4.4,3031,2,1,1,0,60.0,1970,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593
7705,Essendon,5/36 King St,2,u,395000,SP,Jellis,18/03/2017,8.0,3040,2,1,1,0,68.0,1975,Moonee Valley City Council,-37.7461,144.9058,Western Metropolitan,9264
7706,Footscray,5/248 Gordon St,2,u,395000,S,Sweeney,15/07/2017,5.1,3011,2,1,1,0,73.0,1970,Maribyrnong City Council,-37.797109999999996,144.88825,Western Metropolitan,7570
7707,Footscray,116/55 Hopkins St,2,u,395000,SP,Greg,28/05/2016,6.4,3011,2,2,1,0,79.0,2009,Maribyrnong City Council,-37.8006,144.9053,Western Metropolitan,7570
7708,Kensington,1/16 Mawbey St,2,u,395000,PI,Nelson,23/04/2016,4.2,3031,2,1,1,0,80.0,2002,Melbourne City Council,-37.7899,144.9231,Northern Metropolitan,5263
7709,Melton South,1 Fraser St,3,h,395000,S,YPA,26/08/2017,29.8,3338,3,1,1,649,105.0,1975,Melton City Council,-37.69891,144.57645,Western Victoria,4718
7710,Melton,81 Centenary Av,4,h,395000,SP,PRDNationwide,7/10/2017,31.7,3337,4,2,2,650,156.0,1973,Melton City Council,-37.67537,144.58828,Western Victoria,3600
7711,Werribee,13b Kingfisher Ct,3,u,394000,PI,hockingstuart,29/07/2017,14.7,3030,3,2,4,287,137.0,2013,Wyndham City Council,-37.87895,144.6707,Western Metropolitan,16166
7712,Gardenvale,2/32 Gardenia Rd,2,u,393000,SP,Biggin,14/05/2016,9.8,3185,2,1,1,0,65.0,1970,Glen Eira City Council,-37.8971,145.0093,Southern Metropolitan,534
7713,Preston,1/70 Bruce St,1,u,392000,S,Harcourts,22/07/2017,8.4,3072,1,1,1,629,41.0,1965,Darebin City Council,-37.741440000000004,144.99326000000002,Northern Metropolitan,14577
7714,St Kilda,25/52 Fitzroy St,1,u,392000,S,hockingstuart,12/11/2016,6.1,3182,1,1,1,0,43.0,2002,Port Phillip City Council,-37.8599,144.9766,Southern Metropolitan,13240
7715,Kensington,17/16 Mawbey St,1,u,392000,SP,Rendina,17/06/2017,3.4,3031,1,1,1,0,60.0,2001,Melbourne City Council,-37.78993,144.92306000000002,Northern Metropolitan,5263
7716,Richmond,7/42 Baker St,2,u,391000,SP,Caine,13/08/2016,2.6,3121,2,1,1,0,51.0,1965,Yarra City Council,-37.812,145.0029,Northern Metropolitan,14949
7717,Flemington,1/15 Dartford St,2,u,391000,S,Nelson,8/10/2016,4.4,3031,2,1,1,0,59.0,1970,Melbourne City Council,-37.7825,144.9239,Northern Metropolitan,3593
7718,Altona,4/31 Millers Rd,2,u,391000,SP,Greg,11/02/2017,13.8,3018,2,1,1,0,65.0,1965,Hobsons Bay City Council,-37.8678,144.8384,Western Metropolitan,5301
7719,South Yarra,13/47 Marne St,1,u,390500,SP,hockingstuart,29/04/2017,3.3,3141,1,1,0,775,46.0,1960,Melbourne City Council,-37.8354,144.984,Southern Metropolitan,14887
7720,Brunswick East,408/1 Brunswick Rd,1,u,390500,SP,Ray,22/07/2017,4.0,3057,1,1,1,0,49.0,2011,Moreland City Council,-37.77883,144.9776,Northern Metropolitan,5533
7721,Richmond,603/120 Palmer St,1,u,390000,S,LITTLE,14/05/2016,2.6,3121,1,1,1,0,40.0,2011,Yarra City Council,-37.8195,145.0103,Northern Metropolitan,14949
7722,Elwood,3/211 Brighton Rd,1,u,390000,VB,hockingstuart,25/02/2017,7.7,3184,1,1,1,644,47.0,1960,Port Phillip City Council,-37.8798,144.994,Southern Metropolitan,8989
7723,Flemington,1/44 Ascot Vale Rd,2,u,390000,VB,Nelson,22/04/2017,4.4,3031,2,1,1,472,55.0,1960,Melbourne City Council,-37.7851,144.922,Northern Metropolitan,3593
7724,Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,12/11/2016,5.9,3032,1,1,1,0,58.0,1972,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,6567
7725,Alphington,5/5 Yarana Rd,2,u,390000,VB,Nelson,22/05/2016,6.4,3078,2,1,1,0,60.0,1960,Darebin City Council,-37.7773,145.0314,Northern Metropolitan,2211
7726,Kensington,14/8 Mawbey St,1,u,390000,SP,Edward,8/07/2017,3.4,3031,1,1,1,0,60.0,2000,Melbourne City Council,-37.79023,144.92335,Northern Metropolitan,5263
7727,Reservoir,2/14 Ludeman Ct,2,u,390000,SP,Love,30/07/2016,11.2,3073,2,1,1,133,65.0,2012,Darebin City Council,-37.6983,144.9998,Northern Metropolitan,21650
7728,Essendon,3/7 Violet St,2,u,390000,VB,Nelson,18/06/2016,8.0,3040,2,1,1,0,66.0,1970,Moonee Valley City Council,-37.7554,144.9127,Western Metropolitan,9264
7729,Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,Jellis,25/02/2017,5.9,3032,2,1,1,1957,69.0,2012,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan,6567
7730,St Kilda,12/352 Canterbury Rd,2,u,390000,VB,Buxton,11/02/2017,6.1,3182,2,1,1,0,73.0,2000,Port Phillip City Council,-37.859,144.9767,Southern Metropolitan,13240
7731,Reservoir,4/7 Pershing St,2,u,390000,VB,Nelson,16/04/2016,11.2,3073,2,1,1,122,74.0,1980,Darebin City Council,-37.7261,144.9961,Northern Metropolitan,21650
7732,Jacana,12/1051 Pascoe Vale Rd,2,t,390000,S,YPA,1/07/2017,14.0,3047,2,1,1,165,89.0,1995,Hume City Council,-37.68582,144.91638,Northern Metropolitan,851
7733,Werribee,10 Wallara Rd,3,h,390000,S,Hayeswinckle,3/06/2017,14.7,3030,3,1,2,530,109.0,1987,Wyndham City Council,-37.901109999999996,144.63302,Western Metropolitan,16166
7734,Craigieburn,66 Willmott Dr,3,h,390000,S,Ray,29/07/2017,20.6,3064,3,1,1,301,109.0,2001,Hume City Council,-37.58739,144.92619,Northern Metropolitan,15510
7735,Gowanbrae,24 Balerno Cir,3,h,390000,PI,Nelson,23/04/2016,13.6,3043,3,2,1,158,136.0,2005,Moreland City Council,-37.7091,144.8958,Western Metropolitan,1071
7736,Truganina,1/14 Stable Dr,3,u,390000,SP,Sweeney,27/05/2017,18.4,3029,3,2,1,289,138.0,2008,Melton City Council,-37.84169,144.72333,Western Metropolitan,5811
7737,Melbourne,806/22 Coromandel Pl,2,u,387000,S,Galldon,15/07/2017,0.0,3000,2,1,0,0,47.0,2011,Melbourne City Council,-37.81301,144.96923999999999,Northern Metropolitan,17496
7738,Melbourne,1615/250 Elizabeth St,1,u,386000,S,Dingle,10/09/2016,2.8,3000,1,1,0,0,64.0,1976,Melbourne City Council,-37.8127,144.9627,Northern Metropolitan,17496
7739,Pascoe Vale,9/12 Pascoe St,2,h,386000,S,D'Aprano,7/05/2016,9.9,3044,2,1,1,111,67.0,1987,Moreland City Council,-37.7152,144.9349,Northern Metropolitan,7485
7740,Broadmeadows,48 Walsh St,3,h,386000,S,hockingstuart,8/07/2017,14.0,3047,3,1,1,341,71.0,1965,Hume City Council,-37.6886,144.92281,Northern Metropolitan,4294
